Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures,Review_clean,,,,,,,,,,,
Hyper Local,Mantripragada Shalimithra,"I really want to give nill rating but i couldnt because zomato doesnt provide option. Please note that this is the second time i went to hyper local.1st time was my engagement party in feb2019, and we loved everything about the restaurant be it service,food quality ambience..i strongly insisted my friends for office party so we went on may1st..we took buffet and that was the worst decision that we took..firstly there was no food,we requested multiple times to refill but they didnt at all..next,service was tooooo poor they were not even responding.no plates,no bowls.food quality was worse..whatever the left over food they have in the bowl were not hot..note that i went at 1:30pm to restaurant. Fullyy disappointed for coming and wasting our day out",0,"4 Reviews , 50 Followers",5/1/2019 22:27,0,awesome experienced staff specially nit really kind attentive food beverage really nice thank great experience,,,,,,,,,,,
Hyper Local,Smishra.funny,"it was an awesome experience.....the staff specially Nitish was really kind and attentive, food and beverage was really nice, thanks for the great experience....",1,"1 Review , 2 Followers",4/30/2019 15:03,0,prompt excellent service do courteous great ambience love food drink get screen good,,,,,,,,,,,
Hyper Local,Vedant Kasera,"Mr Nitish is very prompt and an excellent services done by him . Very courteous .

Great ambience , we love the food and the drinks .
GOT screening was good .",1,"9 Reviews , 5 Followers",4/29/2019 16:02,0,pathetic experience recent time arrive buffet afternoon food cold ice starter food table support staff least bother check food customer thing sever per level welcome drink food raise voice restaurant treat pay get attention realize food get hot food variety disappoint good prefer anyone visit place disappointing experience office team lunch regret choose place optionally disappoint,,,,,,,,,,,
Hyper Local,Yaksh Kishore,"Pathetic experience I have had in recent times. Arrived for buffet at 2pm I. Saturday afternoon. The food was cold as ice, no starters at the food table and support staff least bothered about checking on food and customers.

The only thing that was severed as per it's level was the welcome drink and unsatisfied food experience.

Until raising voice at the restaurant and threarting them on not paying the is when they got the attention and realized that shit food was cold.

Later is when they got the hot food which no variety and disappointed good experience.

Will not prefer anyone to visit this place and was a disappointing experience for a office team lunch and regret choosing this place as option.

Really disappointed",0,5 Reviews,4/28/2019 17:27,0,follow keep late lunch first time visit place ambience indoor outdoor seating well indoor totally chill relaxed place screen go movie song season mostly get see match screen love luxurious seating inside comfortable lie back enjoy food seat outdoor see view greenery sky sunset good view food she love completely pleasant view see peacock well rate minimal food green never try far always dog non surprise enjoy dish much love mutton good coquette stuff enjoy crispness love stuff thoroughly enjoy cheese look alike serve never hear dish like sometimes try anything new love defiantly go to try back cocktail cocktail presentation amazing come unique name confuse love too fast must tell speed always available serve friendly hyperfocal hud hyper local,,,,,,,,,,,
Hyper Local,Survivingforfood,"Follow me on instagram :- Survivingforfood

Heyy peeps , was here for sunday late lunch , this is my first time visiting this place .

Ambience :- They have both indoor and outdoor seating as well , indoor was totally chilled and relaxed place where we have screening going on any movies or songs as it is IPL season mostly we can get to see the match screening . I loved the luxurious seating of inside which was so comfortable and we can lay back and enjoy our food .

My favourite seating was outdoor from where you can see the breathetaking view of greenary sky and sunset . The best view while having our food i soo loved it i completely had a pleasant view and seen some peacocks as well ?? .

Rate :- Was not too pricey they are minimal .

Fooood :-

Green Veg galouti :- Never tried veg galouti so far always digged into non veg , but to my suprise i just enjoyed this dish as much i loved the mutton galouti . Best 5‚≠êÔ?

Achaari Daal croquette :- Stuffed with daal and enjoyed the crispyness of it . 4‚≠êÔ?

Chicken Taco :- My most favourite taco loved it stuffing thoroughly enjoyed it . 5‚≠êÔ?

Moong daal cheese chilla :- it look alike taco but served with the moongdaal i never heard a dish like this but sometimes when you try anything new and you love it you definetly gonna try it back again 5‚≠êÔ?

Cholebature :- Droolworthy ?????? 5‚≠êÔ?

Coming to the mocktails and cocktails :- The presentation was so amazing they come with such a unique names and confusing loved them 5‚≠êÔ?

Service :- it was toooo fast i must tell you they just speed up and always available to serve and friendly too 5‚≠êÔ? Hyperlocal Hyd Hyper Local",1,"56 Reviews , 78 Followers",4/28/2019 15:37,26,food cold even repeat request warm food service pathetic slow sure place go close couple month never visit even offer free buffet experience everyone restaurant afternoon,,,,,,,,,,,
Hyper Local,Pavan Singisetty,The food is cold even after repeated requests for warm food. The service is pathetic and slow.. Am sure this place is going to close in couple of months. Will never visit again even if they offer free buffet. This was the experience of everyone who were at the restaurant this afternoon.,0,"3 Reviews , 27 Followers",4/27/2019 15:09,0,famous local street food local fusion modern yet local dish make every must place visit recently launch summer special cocktail blow mind innovative life seriously thyme you life drink refreshing take nice gentle massage mood replenish keep day refresh actually gin base cocktail top thyme strong aromatic flavour space the green lantern one think smoky melon soon arrive get know make green apple green pea dash vodka come new soothe punch presentation please look cocktail dress pirate look inside glass drink rum base combination herb spice palate yes drink also diamond bloody mary s drink people like make cocktail actually four different type test tube portion sauce tomato juice lime juice vodka pour jar shake really well ready drink pungent tangy flavour tease mustard trumpet beer cocktail beer pour truck shape container appeal see taste spicer along zest re become towards food hyper local popular nature one popular dish region must dish opt nature thick fluffy perfect dipping whole along all side satisfy dish one take chat another dish also popular region tikka good chunk all beautiful presentation everyone surely want dual roquette crispy golden brown roquette savory flavour taste good mayonnaise along green chutney dual cheese coil pancake make mango dal stuff cheese great option breakfast fold pizza indianize version whole inside combination whole cheese bring tasteful dish need explanation signature dish ample amount spice mince meat melt mouth butter melt heat presentation dish top male tikka dish milker version chicken tikka chicken drench mixer cream yoghurt cheese ginger garlic paste heat grill mostly mild spicy tikka chicken well dress spice grill spicy compare shahi version dish unique totally recommend whole nature bell,,,,,,,,,,,
Hyper Local,Anirudha| United.Food.Circle,"#UNITEDFOODCIRCLE

Delhi's famous local street food in Hyderabad!!

HYPER LOCAL has a fusion of modern yet local dishes which makes every foodie a must place to visit

They recently launched summer special cocktails which will blow your mind with there innovative ideas
Starting off with

+THYME OF YOUR LIFE : it's seriously a thyme in you're life this drink is as refreshing as u take a nice gentle massage your mood replenishes and keeps your day refreshed it's actually a gin based cocktail topped with Thyme which has a strong aromatic flavour of spices

+THE GREEN LANTERN: before one can think it as smoky melon but as soon as it arrives u get to know it's made with the green apple and green peas puree with a dash of vodka comes out in new soothing effect

+PIRATE PUNCH :the presentation is very pleasing it looks as a giant
drink of cocktail but it has its own dressing of pirate look inside the glass the drink is a Bacardi rum based with the combination of Indian herbs which just spice's up your palate and yes this drinks is also healthy

+BLOOD DIAMOND BLOODY MARY:is a drink for the people who likes to make their own cocktail ,it's actually a four different types of test tube which has a portion of Tabasco Worcestershire sauce ,tomato juice ,lime juice ,vodka which is poured out in a jar and shake it off really well and it's ready ,this drink had very pungent tangy flavour and just a tease of mustard can be know

+GOLDEN TRUMPET BEER COCKTAIL :the beer is poured into a truck shaped container which is very appealing to see and tastes spicer along with a zest of herbs

********
Coming towards the food HYPER LOCALs most popular dishes
?¢vegetarian
√∑chole bhature : one of the most popular dishes in Delhi region it's a must dish to opt for ,the bhature here are thick and fluffy with is perfect for dipping in the chole along with aloo in its side is very satisfying dish one should have here

√∑Aloo tikki chat : another dish which is also very popular in Delhi region this tikka had good chunks of aloo in it with a beautiful presentation everyone will surely want it

√∑Achari daal croquette :this crispy golden brown croquette have a savoury flavour tastes best with mayonnaise along with green chutney #my recommendation

√∑moong daal cheese chilla :this pancakes made with moong dal stuffed with cheese is great option for breakfast and lunch

√∑chole calzone:this Italian folded pizza has an indianised version of chole inside with the combination of chole and cheese brings out a tastyful delight

?¢non-vegetarian
=Mutton galouti kabab: an dish which needs no explanation ,it's a signature dish which has ample amount of spices in the minced meat ,it just melts in your mouth as butter melts on heat ,the presentation of the dish a top notch

=shahi malai tikka :this dish is milkier version of chicken tikka the chicken is drenched on a mixer of cream , yoghurt , cheese , ginger and garlic paste then heat it on grill it's mostly more milder than spicy version

=Chicken tikka :the chicken is well dressed in spices and grilled it was very spicy than compared to the shahi version

All the above dishes are unique in its own

TOTALLY RECOMMEND - ""chole bhature ""my choice

UNITEDFOODCIRCLE ??
Deepak Belel",1,"66 Reviews , 260 Followers",4/26/2019 13:26,8,lovely place decent ambience food really good one good service city hyper local really amazing overall order super spicy wing chicken tikka pizza really good thank visit,,,,,,,,,,,
Hyper Local,Sonam Bharti,lovely place decent Ambience the food is really good one of the best service in the city in hyper local Nitish was really amazing overall order super spicy wings chicken tikka pizza really very good thanks Nitish will visit again,1,"1 Review , 5 Followers",4/25/2019 1:19,0,review recently be receive invitation hyper local top floor terminus next platinum cinema place locate good open area indoor outdoor sitting offer sunset enjoy dawn pretty good dining area sport look full hangout friend office colleague perfect place food pretty good reasonable price find price low side nearby wife they serve live screening bucket bonanza get pint beer include starter need remember entry restrict adult yesterday go keep invitation around almost empty crowd start ask serve specialty advise try they special cocktail cocktail first serve kickoff cocktail make type liqueur like gin vodka tequila rum triple sec make freshly squeeze orange juice triple sec orange flavor liqueur make dry peel bitter sweet orange use fresh orange juice cocktail taste good strong well eagerly wait cocktail think try non alcohol drink first cocktail cocktail serve along chicken cocktail make fresh kiwi mint flavor fresh ingredient significant make drink refresh usually bar use syrup use fresh ingredient make drink really hereafter try chicken make can not get blunt taste real fusion work stuff spice grill chicken top mint rata serve ghee fry party taste wise good thing bother party party layer difficult hold entire thing suggest use plain wheat gourmand tortilla believe taste also well spice grill chicken yes fill could they time cocktail literally invite taste believe kick off strong nice orange flavor refreshing could finish entire portion stuff insist try something else food leave suggest try signature dish chicken board spice chicken cook fold spring roll sheet deep fry serve type dip mint rata sweet tamarind saffron chutney like try sweet tamarind chutney go well together might wonder board spice per chef word board actually mean spice single spice blend several spice blend find black pepper coriander paprika cardamom nutmeg cumin clove cinnamon chicken cook spice though look pretty similar taste different that different type dip serve feel food quality quantity quite enough satisfactory per price defiantly overall write also easy reach professional efficient per experience young people great option bar cum restaurant serve quality quantity food drink reasonable price live screen beautiful,,,,,,,,,,,
Hyper Local,Moumita Ghosh,"Review :

Recently we've received an invitation from Hyper Local. It's on the 3rd or Top Floor of SLN Terminus, Gachibowli, just next to Platinum Cinemas. The place is located in a good, open area and has both indoor and outdoor sittings to offer. And if you go there before Sunset, you can enjoy the dawn. The Ambiance is pretty good, with:

Full Bar

Nightlife

Live Music

Private Dining Area Available

Wi-Fi

Live Sports Screening

Indoor Seating

Smoking Area

Buffet

If you are looking for a full hangout with friends or office colleagues, this is the perfect place. Their food is pretty good, with reasonable price. I find the prices are on the lower side, than any other nearby cafes.

They are serving IPL Live Screening with Bucket Bonanza where you can get 4 pints of Beer including a veg/non-veg starter. But you need to remember the Entry is restricted to adults, no kids allowed.

Anyway, yesterday, I went to keep the invitation. It was around 6:15 pm and almost empty as the crowd starts after 8 pm anyday. I asked to serve their specialty, so they advised me to try thier special mocktail and cocktail. First, they served LSD, which is a kickoff cocktail, made with 5 types of liqueur, like Gin, Vodka, Tequila, Rum & Triple Sec. and made with freshly squeezed Orange juice. Triple sec is an orange flavored liqueur, made from the dried peels of bitter & sweet oranges. And with the use of Fresh Orange juice, the cocktail taste was so good and strong as well. I was eagerly waiting for the Mocktail. Thought of trying the non-alcohol drink first, then the cocktail. The mocktail was served along with Chicken Taco.

The mocktail was made with Fresh Kiwi & Mint. The flavor of fresh ingredients were significant, made the drink so refreshing. Usually in bars, they use the syrup but here they use the fresh ingredients which made their drinks really nice.

After that I tried their Chicken Taco. Those Tacos were made for Indians, so you can't get the blunt taste, but the real fusion works here. Those Tacos were stuffed with Indian spiced grilled Chicken and topped with mint raita and served in Malabar Ghee fried Parotas. Taste wise they were so good, but the only thing which bothered me, the Malabar Parota. As the parotas have layers, so it was difficult to hold the entire thing. so, I suggested to use plain Wheat Four/Maida Tortillas, I believe the taste will also go better with the Indian spiced Grilled Chicken. And yes, the Tacos were too filling, I could have only 2 of them.

Now it's time for the Cocktail, which was literally inviting me to taste it. And believe me it was kicking off,so strong, but nice Orange flavored & very refreshing. I could only finish the 3/4th of the entire portion.

The stuff were insisting me to try something else on food. I left it on them, so they suggested me to try their signature dish Chicken Sambousek, what is that? That is Baharat Spiced Chicken Keema cooked & folded in spring roll sheet and then deep fried. Served with 3 types of dip, Mayo, Mint raita & Sweet Tamarind & saffron chutney. I liked to try these Sambousek with sweet Tamarind chutney, it went so well together.

Now you might be wondering what Baharat spice is? As per the Chef, the word baharat actually means ""spices"" in Arabic and not a single spice, but a blend of several spices. In this blend you can find black pepper, coriander, paprika, cardamom, nutmeg, cumin, cloves, and cinnamon. So, the chicken keema was cooked with these spices. Though the Sombousek looks pretty similar with Samosa, but the taste was very different. And that's why the 3 different types of dips were served.

I felt the food quality & quantity is quite enough & satisfactory as per price. Definetly overall 4.5 out of 5.

Already written about the ambiance : 5 out of 5

Location is also easy to reach : 4.5 out of 5

Service was a Professional & efficient : 5 out of 5

As per my experience, young people have a great option for a Bar Cum Restaurant which serves both quanlity & quantity of food & dink on reasonable price, with nightlife & live screening & beautiful ambiance.",1,"16 Reviews , 668 Followers",4/24/2019 17:23,5,bad north food believe spoil birthday mood since order north food continental good safe sex beach drink great,,,,,,,,,,,
Hyper Local,DS Singal,They have worst north indian food i believe. Spoiled my birthday mood since i am punjabi and ordered north indian food. But other than that chinese and continental was good. Their safe sex on beach deink is great just.,1,"9 Reviews , 2 Followers",4/24/2019 1:24,0,blue away day end relax note top get screen thing get well yes hear right screening late season get receive invite restaurant review summer special menu cocktail yes new menu try fancy order blood diamond bloody mary start different add mustard taste mustard twist smell coriander leave cocktail bartender bring ingredient test tube mix table shake serve next cocktail thyme life well quite interesting presentation dry ice drink actually give kick first sip peach vanilla flavour make refreshing thyme give twist taste would definitely recommend beautifully present drink come food go menu long time finally order indianize version kauri medium coriander sauce name seem different get light aroma medium coriander seed infuse cream sauce full medium size dice like zucchini bell pepper broccoli mushroom sprinkle finely chop coriander serve slice garlic bread good experience first visit staff courteous polite patient guest overall would like rate definitely try place hangout,,,,,,,,,,,
Hyper Local,Suparna Banerjee,"Monday blues can go away if the day ends a relaxing note and on top of that when you have GOT being screened then things get better. Yes you heard it right they are screening the latest season of GOT. I had received an invite from this restaurant for review on their summer special menu of cocktails, yes they have a new menu for that to try now. They are ""fancier than you are"". ??????

I ordered for ???ç∏ Blood Diamond Bloody Mary to start with which was different when they added Dijon Mustard. You can taste the mustard twist and smell the coriander leaves in the cocktail. The bartender brought the ingredients in test tubes, mixed it all up on the table and shook it just before serving. My next cocktail was Thyme of Your Life, well that had quite an interesting presentation with dry ice. Now, this drink actually gives you a kick ?????§™ in first sip itself. The ?? ?ç∏ peach and vanilla flavours makes it refreshing but the thyme gives the twist in the taste. I would definitely recommend this beautifully presented drink. Coming on to the food- after going through the menu for a long time I finally ordered the Indianised version of Pasta- Fusili in Kasuri Methi and Coriander sauce. The name seemed to be different and you get a very light aroma of methi and coriander seeds being infused in the cream sauce. It was full of medium size diced veggies like- Zucchini, bell peppers, broccoli and ?? mushroom and sprinkled with very finely chopped coriander served with 2 slices of garlic bread ?? ??.

It was good experience on my first visit. The staff was courteous, polite and very patient with their guests. Overall I would like to rate it 4/5. You should definitely try this place for hangouts.",1,"72 Reviews , 2050 Followers",4/23/2019 21:43,5,amazing place good chill outdoor ambience simply love well food also nice along service,,,,,,,,,,,
Hyper Local,Ashwani Kumar,Amazing place and best to chill out with friends.Specially the outdoor ambience we simply loved it as well as the food was also nice and along with the service,1,"4 Reviews , 27 Followers",4/23/2019 13:46,0,food delicious great hospitality sender would recommend other come taste delicious dish friendly staff thank,,,,,,,,,,,
Hyper Local,Ashish Choudhury,Food is delicious and great hospitality too by Sandeep. Would recommend others to come over here and taste the delicious dishes.. and friendly staff thanks all of you ....,1,"1 Review , 2 Followers",4/22/2019 20:49,0,nice place food really good well drink ambience music really night worth visit place,,,,,,,,,,,
Hyper Local,Sudipta Routray,Nice place to hang out... Food was really good as well as drinks.. Ambience and music was really good..Loved the DJ for friday night.. worth visiting the place.,1,"14 Reviews , 12 Followers",4/22/2019 14:25,0,food good serve cuisine north buffet dish delicious compare other friend hangout,,,,,,,,,,,
Hyper Local,Saikrishna Arvapally,As here the food was good and they serve all the cusines chinese north and hyderabadi and buffet the chinese dishes were delicious compared to others can go with friends for hangout,1,"25 Reviews , 622 Followers",4/22/2019 13:06,0,go night lady night enjoy feel ambience music dance floor wish could good system lady night rather queue across bar counter shout hear amongst enthusiastic young lady push right music bomb dance till drop,,,,,,,,,,,
Hyper Local,Mugdha,"Went on a Saturday night. It was ladies night. I enjoyed the feel ambience, music and dance floor. I wish there could be a better system for ladies night rather than queuing up across bar counter n shouting to be Heard amongst over enthusiastic young ladies pushing you around.
Feel was just right n Music was bomb.. danced till we drop",1,"28 Reviews , 24 Followers",4/21/2019 10:45,0,pizza good good visit night time see beauty quiet day time,,,,,,,,,,,
Hyper Local,Mahesh Kumar Unnam,Pizza is good...nice staff...ambiance good but better to visit night time to see the beauty of lights...place is very quiet during day time.,1,"10 Reviews , 5 Followers",4/21/2019 7:01,3,excellent drink great starter suggest courteous staff superb ambience must visit come long family good time,,,,,,,,,,,
Hyper Local,Joy Ghosh,Excellent Drinks and some great starters suggested by the courteous staff.. Superb Ambience... Must visit for all and come long with family to have some good time...,1,"21 Reviews , 163 Followers",4/20/2019 17:54,2,food visit place last week food tasty ambience serious concern service ask regular water bring dirty water sell bottled water waiter make facial remark get fruit highly literally beg bring train staff want,,,,,,,,,,,
Hyper Local,Sonu Anand,"Food - 4/5
Ambience - 3.5/5
Service - 1/5

I visited the place last week. The food was tasty and so was ambience but I have serious concern with the services.

We asked for regular water , and they brought dirty, stinky water just to sell the bottled water. The waiter made facial remarks as in this is what you get for free.

It was highly irresponsible.
Also we had to literally beg them to bring the cheque.

Please train your staff if you want to .",0,2 Reviews,4/20/2019 16:10,0,nice place hangout service great server nit treat like friend and suggestion amazing meet service,,,,,,,,,,,
Hyper Local,SANDEEP RAJ (THE FOODIES),"Nice place for hangout.............. and sevice was too great, n server nitish is treat like as friend.....
And his suggestions is very amazing ..... So plz meet him before service..........",1,"7 Reviews , 597 Followers",4/16/2019 17:03,0,amazing place chill live music ambience mark food fine include option cocktail drink overall good place hangout friend,,,,,,,,,,,
Hyper Local,Shalu Singh,Amazing place to chill. Live music and ambience is up to the mark. Food is fine. They should include some options in mocktails and drinks. Overall a good place to hangout with friends.,1,"25 Reviews , 40 Followers",4/14/2019 15:52,0,one place order hungry office also stomach fill two toast bread hungry want order something quickly without much order with food,,,,,,,,,,,
Hyper Local,Mohammed.taranum,One place to order pasta when you?ôre hungry in office also stomach filling with two toasted breads if your hungry want to order something quickly without scrolling down much just order it and wiat for the food,1,"66 Reviews , 1556 Followers",4/12/2019 19:41,0,menu need major overhaul large group people everyone due limited item menu cocktail damn expensive ambience good competitor,,,,,,,,,,,
Hyper Local,Anshuman Sahu,Menu needs a major overhaul. Not for a large group of people. Not for everyone due to limited items in menu. Mocktails are damn expensive. Ambience not as good as few competitors.,1,"6 Reviews , 7 Followers",4/11/2019 21:28,0,place within mall take inside seat ambience petty coal couple beer long island ice tea chi,,,,,,,,,,,
Hyper Local,Kumarsunil Kasta,The place is within the SLN mall in gachiwali.we took the inside seating.the ambience is petty coll.we had couple of beer & long island ice tea with chi 65 which is yami??,1,"5 Reviews , 79 Followers",4/11/2019 16:31,0,name hyper local know belong one go place certain expectation disappoint quite good outside nice setup leave apart food up to mark butter name two chicken curry really make improvise work fast food,,,,,,,,,,,
Hyper Local,Nag Vamc,"There is a cafe named Hyper Local Cafe in Manikonda ,I don?ôt know if this belongs to the same one but went to this place with certain expectations but was disappointed...it has quite a good experience,especially outside there is a nice setup ,leaving that apart ,food was not upto the mark ,Had Butter Naan and two chicken curries which really didn?ôt make me happy..they can improvise and can work on the taste

Food: 2.5/5
Ambience:4/5
People:4/5",1,"62 Reviews , 116 Followers",4/11/2019 2:37,0,hyper local perfect place night party scene great ambience dance arena good screen cricket buff group everything everyone fry must try lavish assortment drink serve,,,,,,,,,,,
Hyper Local,Naina Hussain,"Hyper Local is the perfect place for a Saturday night for a party scene. Great ambience, a dance arena with a good dj and a tv screen for those cricket buffs in d group. They have everything for everyone. The fries are a must try with the lavish assortment of drinks served here.",1,"5 Reviews , 3 Followers",4/9/2019 23:16,4,experience good manage staff really polite every single person food way good ambience beautiful lovely experience,,,,,,,,,,,
Hyper Local,Ashok Das,The experience here was so good. The managing staff were really polite to every single person. the food was wayyy too good and the ambience was beautiful too. Had a lovely experience.,1,"1 Review , 1 Follower",4/9/2019 13:10,3,great place fun good food variety choice grand menu care ambience good part like place use space marketing customer handle everything superb staff polite friendly,,,,,,,,,,,
Hyper Local,Roshankumar198611@gmail.com,A great place to have fun good food variety of choices grand menu caring staff.wonderful ambience the best part I liked about the place in the use of space for marketing and customer handling everything is just superb staff were very polite and friendly,1,5 Reviews,4/9/2019 12:47,0,good place party town slon great service good food nice ambience new place slon terminus great time friend outside area look amazing thank much guy team hyper local see soon,,,,,,,,,,,
Hyper Local,Bramha Reddy,Best place to party in town hyderabad Gachibowli SLN Terminus... Great service.. Good food.. Nice ambience.. New place in SLN Terminus.. We had a great time with my friends.... Outside area looks amazing.... Thanks you so much guys team hyper local........ See you soon.........................,1,"2 Reviews , 36 Followers",4/9/2019 11:51,0,bad experience come friend first serve cold non platter however worst come order mono container three cockroach run around return immediately music pathetic well leave place soon could,,,,,,,,,,,
Hyper Local,Rajitha Mani,"I had the worst experience here on April 5th, 2019. I came here with my friends. They first served cold non veg platter. However, the worst came in when we ordered Momo's. The container had three cockroaches running around. We returned it immediately. The music was pathetic as well. We left the place as soon as we could.",0,2 Reviews,4/7/2019 21:22,0,like call nature oily serve good dish well pizza crust bake well service improve,,,,,,,,,,,
Hyper Local,Ankita,We liked the chhole bhature as it was not at all oily. They serve good Italian dishes as well. Pizza crust is baked well. Service can be improved.,1,"10 Reviews , 8 Followers",4/7/2019 17:29,0,bartender courteous well behave great place hangout knighthood crowd beautiful indoor outdoor seating really good,,,,,,,,,,,
Hyper Local,Deepika,"Bartenders are very courteous and well behaved. Great place to hangout on Saturday night.
Good crowd and beautiful indoor and outdoor seating is available.
Service is really good.
Starters are good!",1,"10 Reviews , 4 Followers",4/7/2019 13:33,0,amazing pint ambience bit expensive otherwise view really good span whole city,,,,,,,,,,,
Hyper Local,Himakar Yv,"They have this amazing IPL offer
600 for 4 pints & french fries
Nice ambience
A bit expensive otherwise
The view is really good spanning the whole city",1,"49 Reviews , 284 Followers",4/7/2019 3:22,1,god horrible place cordon small place corner make bar name make bar do put table high volume speaker inside serve cocktail would rather drink water cocktail order cocktail two drink cocktail include light glass ice little juice cost glass ice little another juice old fashion even small glass ice slice orange give idea put white color apart bad juice even slight bit say ask way washroom direct outside mall say bill come seem little strange two tomato gold discount ask include high price drink discount answer strangely high price drink even act mistake accept square face ruse cheat customer implore waiter go inside get place loud place pub even make waiter understand say place bill conversation guess part cheat plane aware people avoid place,,,,,,,,,,,
Hyper Local,Anmol Singh,"Oh my God, what a horrible place. They have cordoned off small place in the corner and made that a bar. And in the name of making a bar all they have done is put some tables and very high volume speakers inside. They serve cocktails, but I would rather drink water than those cocktails. 4 of us, ordered 8 cocktails and two drinks. Cocktails including lit (a glass of Ice and very little juice, cost 650) sotb, (a glass of Ice with a little of some another juice) old fashion (even smaller glass of Ice with a slice of orange) and pinacolada( this I've no idea what they put for the white color, apart from that it was bad juice again). 3 of us were not even a slightest bit high.

All this said when asked for way to washroom you are directed outside to the mall washroom!

Again that being said, when the bill came it seemed a little strange to me (we had two zomato gold discounts) when asked why they have not included the highest price drink in the 2+2 discout the answer strangely was- ""because its the highest priced drink!!"" (did not even act as if it was the mistake accepted it square faced that it was a ruse to cheat your customer) when I implored further the waiter went inside and got it corrected!

During all this while the place is so loud and there is no place in the pub to even make the waiter understand of what we are saying to which we had to go out of the place to have that bill conversations, I guess that too is the part of the cheating plan.

Be aware people. Avoid this place.",0,"6 Reviews , 59 Followers",4/6/2019 12:16,0,crunch trend pick hyperfocal join that ambience good although place pretty small bit cramp limited space do well good place chill drink watch sun remove food try newly launch drudge menu price expensive affair however early avail crunch theme revolve around street food drink menu lovely drink try couple cocktail day kiwi mint cholera the buffet consist collapse due ball non pizza due whole nature red curry rice chicken tikka fry noodle chicken tikka due ball really tasty typical street food taste due complete let denote stand pizza nature nature be not red curry complete let taste like randomly keep chicken tikka pocket chicken tikka good marinated management need put lot think menu menu whole do not together idea many chat item crunch menu do not sound corrective music extremely loud average crunch menu would rate,,,,,,,,,,,
Hyper Local,Sanika Samant,"The drunch trend has picked up in Hyderabad and Hyperlocal has joined in too.
The ambience is good although the place is pretty small and a bit cramped up. The utilisation of the limited space is done well. A good place to chill with your drinks and watch the sun set.
Moving on to the food: we tried the newly launched Drudge menu. Priced at Rs.1200, this was an expensive affair. However if you are early I.e before 4:30 pm then you can avail the same drunch for ??799.
They had a theme which Revolved around Delhi Street food.
The drinks menu was lovely and so were the drinks. We tried a couple of them and the mocktail of the day was the kiwi mint cooler.

The buffet Consisted of golgappe, Dahi bhalle, Sev puri, bruschetta, mini veg and non veg pizza, Dahi kachori, chole bhature, red Thai curry with rice, chicken tikka, fries, noodles and chicken tikka pockets.

Golgappe, Sev puri and dahi bhalle very really tasty and had that typical street food taste. Dahi kachori was a complete let down.
The bruschetta stood out and pizza was average.
Chole bhature were okay but the bhature weren't crisp.
The red Thai curry was a complete let down and tasted like a Chinese preparation.
Noodles were randomly kept with no gravy.
The chicken tikka pockets were dry.
The chicken tikka was good and marinated very well.
Overall the management needs to put a lot of thought in the menu planning as it the menu as a whole didn't go together. The idea of having so many chaat items for a drunch menu just doesn't sound correct.
The music was extremely loud for the place.
Overall we had a below average Experience.

Based on the drunch menu I would rate it 2.5/5",1,"250 Reviews , 1454 Followers",4/6/2019 0:44,10,office colleague overall good place hangout gang sit arrangement day time tight people would want dine inside rather hot smooth food excellent taste chicken due brain different taste love,,,,,,,,,,,
Hyper Local,Roy Burmon,"Been here with office colleagues, overall a good place to hangout with a gang. But the sitting arrangements during day time is very tight as people would want to dine inside rather than out in the hot sun.

The food was excellent in taste, The chicken dum biriyani had a very different taste and I loved it.",1,"17 Reviews , 25 Followers",4/3/2019 14:38,0,service captain friendly helpful order non plater mutton curry chicken drink good happy thank visit,,,,,,,,,,,
Hyper Local,Mahesh Kumar,The service captain Roshan was very friendly and helpful to order non veg plater mutton curry and chicken Biryani and drinks very good I am very happy thanks Roshan visit again,1,"1 Review , 1 Follower",4/3/2019 11:24,0,lovely place decent ambience food really good one good service city hyper local really amazing overall other due kebab chilly super spicy wing really good thank visit,,,,,,,,,,,
Hyper Local,Mukesh Chef,Lovely place with decent ambience the food is really good one of the best service in the city in hyper local roshan was really amazing overall ouder dahi kebab chilly paneer super spicy wings really very good thanks roshan will visit again,1,"1 Review , 1 Follower",4/3/2019 2:27,0,want night good outdoor seat service staff helpful quick service hot fresh food good fish tikka mutton smoke chicken pizza excellent overall awesome experience service nice thank visit,,,,,,,,,,,
Hyper Local,Amit Kumar,Want on Saturday night has a good outdoor seating the service staffs where helpful quick service hot @ fresh food was good fish tikka mutton glooti smoked chicken pizza was excellent overall I have an awesome experience service is very nice thanks Roshan will visit again and again,1,"1 Review , 2 Followers",4/3/2019 2:01,0,quite happen place good food perfect ambience order the fish fry chicken tikka very good service good thank come agen,,,,,,,,,,,
Hyper Local,Pawankumar Kumar,This is a quite happening place with good food and perfect ambience order tawa fish fry and chicken tikka and pasta verry good service all so very good thanks Roshan coming agen,1,"1 Review , 3 Followers",4/3/2019 1:40,0,simple elegant ambience polite staff food really very good music also good food menu very less add food menu service very good thank come agen agen,,,,,,,,,,,
Hyper Local,Mithilesh Kumar Mithilehs Kumar,Simple and elegant ambience polite staff food was really verry good music also good food menu verry less add more food menu service was verry good thanks Roshan coming agen and agen,1,"1 Review , 3 Followers",4/3/2019 1:28,0,place good staff untrained staff behave like owe money even though music ambience good,,,,,,,,,,,
